title,year,genre,country,avg_vote
1800 gramów,2019,Comedy,Poland,5.7
42nd Street: The Musical,2019,Musical,UK,8.0
Katkout,2006,Comedy,Egypt,4.5
Tutte le donne della mia vita,2007,Comedy,Italy,5.0
Zoo,2005,Horror,Japan,6.8
Iskariot,2008,Thriller,Sweden,5.2
The Poker House,2008,Drama,USA,6.4
Bellezonismo,2019,Comedy,Spain,1.8
Adopt a Sailor,2008,Drama,USA,7.1
The Reflecting Pool,2008,Drama,USA,6.4
Turn Around,2007,Drama,USA,6.0
La femme de mon frère,2019,Drama,Canada,6.9
Fjols til Fjells,2020,Comedy,Norway,4.6
30 Days to Die,2009,Horror,USA,2.4
Slasher,2007,Horror,Germany,2.5
Battle Planet,2008,Sci-Fi,USA,3.9
Pax,2010,Drama,Norway,3.2
A deriva,2009,Drama,Brazil,6.8
Gli infedeli,2020,Comedy,Italy,4.7
Captain Abu Raed,2007,Drama,Jordan,7.2
Days of Wrath,2008,Drama,USA,6.8
Beyond the Years - Al di là del tempo,2007,Drama,South Korea,6.6
Zuo you,2008,Drama,China,6.8
Firincinin Karisi,2019,Comedy,Turkey,2.9
Tutti pazzi per Yves,2019,Comedy,France,5.5
Cão Sem Dono,2007,Drama,Brazil,6.9
Dog Town,2019,Animation,USA,4.0
Yin he bu xi ban,2019,Drama,China,6.0
The Haunting of La Llorona,2019,Horror,USA,2.7
Ikinci pärdä,2018,Drama,Azerbaijan,8.6
Don't Let Them In,2020,Horror,UK,4.7
Chitra Nodir Pare,1998,Romance,Bangladesh,7.7
Simply Actors,2007,Comedy,Hong Kong,5.3
Nodir Naam Modhumoti,1996,Drama,Bangladesh,7.4
Something Is Killing Tate,2008,Drama,USA,6.9
Liu Yu Tian,2019,Crime,China,5.6
Per amore di Megan,2018,Thriller,USA,5.0
"Family Romance, LLC",2019,Drama,USA,6.8
1. Mai,2008,Drama,Germany,6.2
August Evening,2007,Drama,USA,6.9
Eden,2008,Drama,Ireland,5.9
Gaalatny mogreman,2006,Comedy,Egypt,6.4
Odd Brodsky,2014,Comedy,USA,6.9
Christmas a la Mode,2019,Romance,USA,6.7
Chun Jiang Shui Nuan,2019,Drama,China,7.1
Lohk thang bai hai naai khon diao,1995,Drama,Thailand,6.1
Minghags,2009,Comedy,USA,5.3
Paapam Cheyyathavar Kalleriyatte,2020,Comedy,India,5.5
Yeh Ballet,2020,Drama,India,7.6
Of Boys and Men,2008,Drama,USA,6.0
Ghost,2020,Drama,UK,5.5
O Filme do Bruno Aleixo,2019,Comedy,Portugal,7.2
Lillian,2019,Drama,Austria,6.8
Session,2011,Drama,USA,2.6
The People I've Slept With,2012,Comedy,USA,4.8
Saeng-il,2019,Drama,South Korea,6.8
Amar a morir,2009,Drama,Mexico,6.3
The Pardon,2013,Crime,USA,5.5
10 jours sans maman,2020,Comedy,France,5.0
Enkel für Anfänger,2020,Comedy,Germany,6.7
Badland,2019,Western,USA,5.5
Alma de Héroe,2019,Action,Colombia,6.7
Un amore degenerato,2019,Thriller,USA,3.5
Munchausen by Internet,2019,Thriller,USA,4.2
La dea fortuna,2019,Drama,Italy,6.0
Gosti,2019,Horror,Russia,3.8
Vendetta letale,2019,Thriller,USA,4.7
A Stormy Night,2020,Drama,Spain,5.4
Minyan,2020,Drama,USA,6.8
Cyber Bride,2019,Sci-Fi,UK,2.3
Agent Jade Black,2020,Action,USA,1.7
Absurdistan,2008,Comedy,Germany,6.7
Wall Street - Il denaro non dorme mai,2010,Drama,USA,6.2
InAlienable,2007,Sci-Fi,USA,3.4
VHYes,2019,Comedy,USA,5.7
Once in Trubchevsk,2019,Drama,Russia,5.7
Am I a Serial Killer?,2019,Thriller,USA,5.0
I Know You Know,2008,Drama,UK,6.2
La ligne brisée,2008,Drama,Canada,6.3
Lost Dream,2009,Drama,USA,5.5
Cetto c'è senzadubbiamente,2019,Comedy,Italy,5.1
The Errand of Angels,2008,Drama,USA,6.1
A Killer Next Door,2020,Thriller,UK,3.1
Morris: A Life with Bells On,2009,Comedy,UK,6.1
Jyeshthoputro,2019,Drama,India,7.5
Lynn + Lucy,2019,Drama,UK,6.7
Sanga Thamizhan,2019,Action,India,3.4
Gubbi Mele Brahmastra,2019,Comedy,India,5.1
The Outsider,2019,Western,USA,5.2
Eorin uiroein,2019,Drama,South Korea,7.2
Winter Song,2019,Drama,USA,6.6
Hania,2007,Drama,Poland,5.1
Radio Corazón,2007,Comedy,Chile,4.9
Beautiful Girl,2014,Drama,USA,4.4
Badnaam Gali,2019,Comedy,India,7.0
Foster Child,2007,Drama,Philippines,6.9
Gegenüber,2007,Drama,Germany,6.4
Slushaya tishinu,2007,Romance,Russia,6.8
Crudele fissazione,2019,Thriller,USA,4.3
Bad Ben: The Way In,2019,Horror,USA,5.6
Evilution,2008,Horror,USA,3.7
Powder Blue,2009,Drama,USA,6.3
L'amore e altri luoghi impossibili,2009,Drama,USA,6.3
99,2019,Drama,India,6.2
Geroy,2019,Action,Russia,6.3
Evil Little Things,2019,Horror,USA,3.1
Annem,2019,Drama,Turkey,5.9
Alone,2020,Thriller,USA,4.7
Liang zhi lao hu,2019,Comedy,China,5.7
Uta,1972,Drama,Japan,6.9
Qiu jue,1972,Drama,Taiwan,7.2
Takatak,2019,Comedy,India,6.0
All's Faire in Love,2009,Comedy,USA,5.0
0.0 Mhz,2019,Horror,South Korea,4.8
Pattiyal,2006,Crime,India,7.2
Bheemaa,2008,Action,India,5.7
ABCD: American-Born Confused Desi,2019,Comedy,India,5.4
Mujeres Arriba,2020,Comedy,Chile,3.6
My Alien Girlfriend,2019,Comedy,USA,5.2
Oththa Seruppu Size 7,2019,Drama,India,8.6
Kiru,2008,Action,Japan,4.8
Flashbacks of a Fool,2008,Drama,UK,6.8
Everyday,2012,Drama,UK,6.2
Onze Jongens in Miami,2020,Comedy,Netherlands,4.4
La nuit des horloges,2007,Fantasy,France,5.6
Long Lost Sister,2020,Thriller,USA,5.3
Adutha Chodyam,2019,Drama,India,9.0
You Belong to Me,2007,Thriller,USA,5.8
Present Laughter,2019,Comedy,UK,8.4
Spiker,2007,Horror,USA,2.2
Ar Condicionado,2020,Drama,Angola,6.3
Dear Friends,2007,Drama,Japan,6.6
Where We Disappear,2019,Drama,USA,4.3
Sveitabrúðkaup,2008,Comedy,Iceland,6.5
The Last Lear,2007,Drama,India,7.0
Myslennyy volk,2019,Drama,Russia,4.2
Satanic Panic,2009,Horror,USA,2.4
Zhestokost,2007,Drama,Russia,5.8
Nochnye syostry,2007,Comedy,Russia,6.1
The Orange Thief,2007,Comedy,USA,6.2
Asad wa arbaa qutat,2007,Comedy,Egypt,3.6
Special Actors,2019,Comedy,Japan,6.4
Ikkayude Shakadam,2019,Comedy,India,3.9
Hometown Killer,2018,Thriller,USA,5.5
Harold,2008,Comedy,USA,5.5
Ani Mulalu? The Crazy World,2014,Action,Uganda,7.6
AB Aani CD,2020,Comedy,India,7.0
Carrion,2020,Horror,USA,2.8
Ask Tesadüfleri Sever 2,2020,Romance,Turkey,7.2
Awqat faragh,2006,Drama,Egypt,6.8
The Unborn,2020,Horror,USA,3.5
Kaiji: Fainaru gêmu,2020,Adventure,Japan,4.8
Ghost Month,2009,Horror,USA,2.9
Siccin 6,2019,Horror,Turkey,5.8
Trage liefde,2007,Drama,Netherlands,5.8
Tout simplement noir,2020,Comedy,France,6.5
Jump Offs,2007,Comedy,USA,4.1
Raatchasi,2019,Drama,India,7.3
Yedinci Kogustaki Mucize,2019,Drama,Turkey,8.3
Feo pero Sabroso,2019,Comedy,Colombia,4.3
Hei dian,1972,Action,Hong Kong,7.1
Delhi-6,2009,Drama,India,6.1
Je vais te manquer,2009,Drama,France,5.3
Al-raqissa wa-l-siyasi,1990,Drama,Egypt,6.1
Cave Women on Mars,2008,Sci-Fi,USA,5.2
Tout est parfait,2008,Drama,Canada,7.1
A Beautiful Life,2008,Drama,USA,4.5
Dead Wood,2007,Horror,UK,3.4
La maison,2007,Drama,France,6.2
Il pleuvait des oiseaux,2019,Drama,Canada,7.5
Kinky Boots: The Musical,2019,Musical,UK,8.1
Yeh Saali Aashiqui,2019,Thriller,India,7.9
Sabea El Boromba,2019,Comedy,Egypt,5.7
Se mieletön remppa,2020,Comedy,Finland,4.7
2 Hours Love,2019,Romance,India,6.7
Anno uno,2009,Comedy,USA,4.9
Veyyil,2006,Drama,India,7.7
The Au Pair,2020,Thriller,USA,4.9
Hellaro,2019,Drama,India,8.7
Naga Bonar Jadi 2,2007,Comedy,Indonesia,7.1
Endless Bummer,2009,Comedy,USA,3.8
Karakomik Filmler: Emanet,2020,Comedy,Turkey,5.6
Jasne blekitne okna,2007,Drama,Poland,6.2
Parentesi tonde,2006,Comedy,Italy,1.1
Pocong 2,2006,Horror,Indonesia,6.5
Gente de mala calidad,2008,Comedy,Spain,5.3
Il primo Natale,2019,Comedy,Italy,5.2
Un figlio di nome Erasmus,2020,Comedy,Italy,4.9
Borderline,2008,Drama,Canada,6.6
Rebuilding,2019,Drama,China,6.8
Chahar Angosht,2019,Comedy,Iran,3.4
Odio l'estate,2020,Comedy,Italy,6.6
Albino Farm,2009,Horror,USA,3.8
My Last Five Girlfriends,2009,Comedy,UK,5.7
Boz salkyn,2007,Drama,Kyrgyzstan,6.5
Matrimonio alle Bahamas,2007,Comedy,Italy,3.2
Janamaithri,2019,Comedy,India,6.4
Donbass. Okraina,2019,War,Russia,2.7
Jag kommer hem igen till jul,2019,Drama,Sweden,6.3
Made for Each Other,2009,Comedy,USA,4.4
Poovellam Un Vaasam,2001,Drama,India,6.3
The Portal,2010,Horror,USA,3.6
Project Gio,2019,Comedy,Netherlands,1.9
Into the Forest,2019,Horror,nan,2.8
At the Door,2018,Horror,USA,5.6
Vernost,2019,Drama,Russia,6.1
Lost Everything,2010,Drama,USA,4.9
Gamak Ghar,2019,Drama,India,8.1
L'histoire de Richard O.,2007,Drama,France,4.7
Futro z misia,2019,Comedy,Poland,3.6
Ça se soigne?,2008,Comedy,France,4.6
Sagan,2008,Biography,France,6.3
A Daughter's Ordeal,2020,Thriller,USA,4.8
Copper Bill,2020,Thriller,USA,4.4
Penalty,2019,Sport,India,5.6
Orpheus' Song,2019,Adventure,Germany,5.6
Vestuves/the Wedding,2019,Romance,Lithuania,3.8
Dreams Awake,2011,Drama,USA,3.8
Kissy Kissy,2007,Drama,New Zealand,4.4
Nui yan boon sik,2007,Drama,Hong Kong,4.7
Rusuli samkudhedi,2007,Thriller,Georgia,6.9
Nuan chun,2003,Drama,China,6.6
Xiaoshan huijia,1995,Drama,China,6.0
De Gales hus,2008,Drama,Norway,6.4
Kandidaten,2008,Thriller,Denmark,6.2
Rovdyr,2008,Horror,Norway,5.1
House Broken - Una Casa Sottosopra,2010,Comedy,USA,4.7
Baba Parasi,2020,Comedy,Turkey,4.6
Gekijouban Fainaru fantajî XIV: Hikari no otousan,2019,Drama,Japan,7.5
A Brother's Honor,2019,Romance,USA,5.6
Un giorno perfetto,2008,Drama,Italy,6.4
Al-azraa wa al shaar al abyad,1983,Drama,Egypt,5.9
Cobardes,2008,Drama,Spain,5.7
Made in Italy,2008,Comedy,France,4.6
La extranjera,2008,Drama,Argentina,4.6
2061: Un anno eccezionale,2007,Comedy,Italy,3.8
Down for Life,2009,Drama,USA,6.4
Shantilal O Projapoti Rohoshyo,2019,Thriller,India,5.9
I Got Five on It Too,2009,Comedy,USA,3.8
Uncharted,2009,Horror,USA,2.0
Mister America,2019,Comedy,USA,6.5
A Via Láctea,2007,Drama,Brazil,5.8
Sweet Sunshine,2020,Drama,nan,7.0
Bhoot Chaturdashi,2019,Horror,India,3.5
Buddenbrooks,2008,Drama,Germany,5.8
Erottamattomat,2008,Drama,Finland,5.3
Pretty Bird,2008,Comedy,USA,5.0
Sankara,2007,Drama,Sri Lanka,7.0
Parineeta,2019,Romance,India,7.3
Dhunki,2019,Drama,India,7.1
Sophomore,2012,Comedy,USA,5.0
Il professore,2019,Drama,Romania,6.4
See Jane Run,2007,Horror,USA,3.3
Ahlam alfata al tayesh,2007,Comedy,Egypt,4.2
Shankar Mudi,2019,Drama,India,7.4
La buena nueva,2008,Drama,Spain,6.1
Efsunlu - Kabirden Gelen,2019,Horror,Turkey,2.9
Vikrithi,2019,Comedy,India,7.4
My Mom is a Character 3,2019,Comedy,Brazil,7.1
Empty Spaces,2019,Drama,USA,7.5
Space Ninjas,2019,Comedy,UK,3.7
Seurapeli,2020,Comedy,Finland,7.9
Vai que Cola 2: O Começo,2019,Comedy,Brazil,5.0
Happy Endings Sleepover,2019,Drama,USA,5.2
Rezerwat,2007,Comedy,Poland,6.9
Un amore alle corde,2010,Drama,USA,5.3
Poker Run,2009,Thriller,USA,3.6
Into the Void,2019,Mystery,Canada,4.7
Minari,2020,Drama,USA,8.0
Buro Sadhu,2019,Drama,India,7.1
Regarde-moi,2007,Drama,France,6.5
The Panti Sisters,2019,Comedy,Philippines,5.9
Kamala,2019,Thriller,India,5.5
Makmum,2019,Horror,Indonesia,4.3
The Jack in the Box,2019,Horror,UK,4.0
Ma bei shang de fa ting,2006,Drama,China,6.7
Beyaz Melek,2007,Drama,Turkey,6.4
Des poupées et des anges,2008,Drama,France,5.2
GP506,2008,Horror,South Korea,5.9
Konji vrani,2007,Drama,Serbia,5.6
Un coeur simple,2008,Drama,France,6.6
Boyhood,2014,Drama,USA,7.9
My Friend Ganesha,2007,Animation,India,4.5
Pigs,2007,Comedy,Canada,4.6
Stellina Blue,2009,Drama,USA,6.0
Bornoporichoy: A Grammar of Death,2019,Thriller,India,5.2
Shadows in the Sun,2009,Drama,UK,6.0
Das freiwillige Jahr,2019,Drama,Germany,6.3
Lezioni di cioccolato,2007,Comedy,Italy,6.1
To verdener,2008,Drama,Denmark,7.0
Natale in crociera,2007,Comedy,Italy,3.9
Ducobu 3,2020,Comedy,France,4.3
Ecinni: Tilsimli Mezar,2019,Horror,Turkey,2.6
Cin: Ask Büyüsü,2019,Horror,Turkey,2.7
Exorcist Chronicles,2007,Horror,USA,3.1
Loli paradicka,2019,Comedy,Slovakia,6.6
Fear House,2008,Horror,USA,3.1
Ready? OK!,2008,Comedy,USA,6.4
Barot House,2019,Thriller,India,7.3
Abominable,2020,Horror,USA,3.8
Hell House LLC III: Lake of Fire,2019,Horror,USA,5.7
Nenu Lenu,2019,Drama,India,7.1
Closed Note,2007,Drama,Japan,6.7
La classe,2008,Drama,France,7.5
Inesquecível,2007,Drama,Brazil,5.0
House of Good and Evil,2013,Thriller,USA,6.5
Khuda Kay Liye,2007,Drama,Pakistan,8.4
Midnight Son,2011,Horror,USA,5.9
Sözün Bittigi Yer,2007,Drama,Turkey,7.0
Down to the Dirt,2008,Drama,Canada,5.0
Hayattan korkma,2008,Drama,Turkey,5.8
Dhamaka,2020,Comedy,India,5.7
The Source of Shadows,2020,Horror,USA,3.5
Danur 3: Sunyaruri,2019,Horror,Indonesia,4.7
Rundfunk: Jachterwachter,2020,Comedy,Netherlands,6.0
National Theatre Live: Fleabag,2019,Comedy,UK,8.4
Qi qiu,2019,Drama,China,6.7
Girlfriend,2019,Romance,India,6.5
Baan phii sing,2007,Horror,Thailand,5.4
Good Intentions,2010,Comedy,USA,5.2
The Secrets of Jonathan Sperry,2008,Drama,USA,6.7
Die Hochzeit,2020,Comedy,Germany,2.8
Eftyhia,2019,Biography,Greece,8.1
Comali,2019,Comedy,India,6.9
Bloedbroeders,2008,Thriller,Netherlands,6.5
Che gran classe!,2019,Comedy,France,5.3
Il dolce e l'amaro,2007,Drama,Italy,6.6
Frozen,2007,Drama,India,7.1
The Art of Pain,2008,Comedy,USA,3.6
Fuel,2009,Drama,USA,5.0
Bakrid,2019,Drama,India,7.4
The Legend of God's Gun,2007,Western,USA,3.5
The Reverend,2011,Horror,UK,4.0
Nympha,2007,Horror,Italy,3.3
3ciento - Chi l'ha duro... la vince!,2008,Comedy,USA,2.8
"Amore, bugie & calcetto",2008,Comedy,Italy,6.6
Supravietuitorul,2008,Crime,Romania,6.2
Abigail Haunting,2020,Horror,USA,3.8
Scusa ma ti chiamo amore,2008,Romance,Italy,6.2
6 mogli e un papà,2009,Comedy,USA,5.1
Jinna: Karabasan,2019,Horror,Turkey,2.6
Dark Rage,2008,Thriller,UK,3.0
Papi Sitter,2020,Comedy,France,5.3
Kakou No Futari,2019,Romance,Japan,6.6
Atlantis,2019,Drama,Ukraine,6.3
Daddy Cool - Non rompere papà,2008,Comedy,France,5.0
Tuttapposto,2019,Comedy,Italy,6.3
Tills Frank skiljer oss åt,2019,Comedy,Sweden,5.1
Help Me Eros,2007,Drama,Taiwan,6.1
Marshal,2019,Action,India,6.8
Dilsiz,2019,Drama,Turkey,6.5
Friends: The One with the Anniversary,2019,Comedy,nan,3.2
Metallica and San Francisco Symphony S&M2,2019,Music,USA,8.8
Baby Blues,2008,Drama,Canada,5.1
Djinn,2008,Fantasy,USA,3.1
Fatteshikast,2019,Action,India,8.5
"Grande, grosso e... Verdone",2008,Comedy,Italy,5.5
Cenizas del cielo,2008,Drama,Spain,6.2
Za majikku awâ,2008,Comedy,Japan,7.2
Hyakuman-en to nigamushi onna,2008,Drama,Japan,7.1
Seuls Two,2008,Comedy,France,5.4
Ossi's Eleven,2008,Comedy,Germany,5.2
Boy A,2007,Drama,UK,7.6
Dert Bende,2019,Comedy,Turkey,4.6
Johnny Got His Gun,2008,Drama,USA,6.7
Ragazze da sballo,2009,Comedy,USA,4.4
The Only Good Indian,2009,Western,USA,6.4
Panther,2019,Action,India,4.3
L'isola delle coppie,2009,Comedy,USA,5.5
Miss B's Hair Salon,2008,Comedy,USA,2.1
Il silenzio prima di Bach,2007,Musical,Spain,6.8
Happiness Runs,2010,Drama,USA,5.0
Scotland,2019,Crime,India,4.5
Gowtham SSC,2005,Drama,India,5.9
Sacrifice,2019,Thriller,USA,4.3
Hvid nat,2007,Drama,Denmark,6.5
Um Amor de Perdição,2008,Romance,Portugal,5.6
Mei,2019,Action,India,5.9
7 ore per farti innamorare,2020,Comedy,Italy,5.9
18 regali,2020,Drama,Italy,6.7
Cupid,2020,Horror,USA,4.8
Italians,2009,Comedy,Italy,5.6
"Musée haut, musée bas",2008,Comedy,France,5.3
Dead End,2007,Comedy,USA,6.3
Vnuk Gagarina,2007,Comedy,Russia,6.0
Daaka,2019,Action,India,6.0
Buddha Mar Gaya,2007,Comedy,India,2.5
Dummy,2008,Drama,UK,6.9
Mardi Gras - Fuga dal College,2011,Comedy,USA,5.1
Áo lua Hà Dông,2006,Drama,Vietnam,7.4
Pa berahne dar behesht,2007,Drama,Iran,6.9
Herbert,2006,Drama,India,7.5
Swopnodanay,2007,Drama,Bangladesh,7.1
The Candy Witch,2020,Horror,nan,2.2
Miracle in Cell No. 7,2019,Drama,Philippines,7.5
Necessary Evil,2008,Thriller,USA,3.2
#Jowable,2019,Comedy,Philippines,6.3
Software Sudheer,2019,Drama,India,5.9
Kratki stiki,2006,Drama,Slovenia,6.9
Postales de Leningrado,2007,Drama,Venezuela,6.7
Weather Girl,2009,Comedy,USA,5.8
Unforgettable,2019,Drama,Philippines,7.5
El rey de la montaña,2007,Thriller,Spain,6.2
Baglilik Asli,2019,Drama,Turkey,4.2
Los,2008,Drama,Belgium,5.9
Ai no yokan,2007,Drama,Japan,6.0
Hito ga hito o ai suru koto no dôshiyô mo nasa,2007,Drama,Japan,5.6
L'ora di punta,2007,Drama,Italy,5.7
Rose of Death,2007,Horror,USA,3.1
Disco,2019,Drama,Norway,5.4
Fan,2019,Drama,India,9.2
Impact Point,2008,Thriller,USA,4.2
Beyond Remedy,2009,Horror,Germany,2.7
Het echte leven,2008,Drama,Netherlands,6.7
Kummeli Alivuokralainen,2008,Comedy,Finland,4.3
Single Black Female,2009,Thriller,USA,2.9
Mitin Mashi,2019,Drama,India,7.2
Fraternity House,2008,Comedy,USA,2.4
Oltre la legge,2010,Crime,USA,4.8
Trucker,2008,Drama,USA,6.6
Still Walking,2008,Drama,Japan,8.0
Ranczo Wilkowyje,2007,Comedy,Poland,5.7
"Aide-toi, le ciel t'aidera",2008,Comedy,France,6.6
The Great Indian Butterfly,2007,Drama,India,6.2
Il mattino ha l'oro in bocca,2008,Comedy,Italy,6.1
Happy Together,2008,Drama,Belgium,5.0
The Warrant,2020,Western,USA,4.1
Hayya: The Power of Love 2,2019,Drama,Indonesia,5.0
Meeku Maathrame Chepta,2019,Comedy,India,6.2
Las buenas intenciones,2019,Drama,Argentina,6.6
Sixer,2019,Comedy,India,5.8
Kamisama no pazuru,2008,Sci-Fi,Japan,5.9
Hirkani,2019,History,India,7.2
Satyanweshi Byomkesh,2019,Thriller,India,6.5
Valsa para Bruno Stein,2007,Drama,Brazil,5.9
Raja Vaaru Rani Gaaru,2019,Romance,India,7.5
Consent,2010,Drama,USA,5.8
Bob Funk,2009,Comedy,USA,5.1
Teenage Dirtbag,2009,Drama,USA,7.0
Beyond the Dunwich Horror,2008,Horror,USA,4.9
Zhara,2019,Comedy,Russia,5.2
Alter und Schönheit,2009,Drama,Germany,5.2
Mitte Ende August,2009,Drama,Germany,6.5
Aqvariom,2005,Drama,Iran,3.5
Noah,2012,Animation,USA,4.7
Howling Village,2019,Horror,Japan,5.1
Nepobedimyy,2008,Action,Russia,6.0
Eszter hagyatéka,2008,Drama,Hungary,6.6
Psyhraimia,2007,Comedy,Greece,4.5
Sookmyeong,2008,Drama,South Korea,5.1
Vojna akademija 5,2019,Drama,Serbia,3.9
Tejút,2007,Drama,Hungary,6.7
The Princess of Nebraska,2007,Drama,USA,5.0
Järnets änglar,2007,Drama,Sweden,4.4
La concessionaria più pazza d'America,2009,Comedy,USA,5.8
Klovn the Final,2020,Comedy,Denmark,6.8
Mechila,2019,Comedy,Israel,7.2
BuzzKill,2012,Comedy,USA,4.5
The Debt Collector 2,2020,Action,USA,5.7
Leaving Barstow,2008,Drama,USA,6.1
Ultras,2020,Drama,Italy,5.9
Figli,2020,Comedy,Italy,6.0
Louis,2010,Drama,USA,6.5
Mohakemeh,2007,Drama,Iran,3.8
Otryv,2007,Drama,Russia,5.8
Zui yao yuan de ju li,2007,Drama,Taiwan,6.6
The Escape from Auschwitz,2020,Drama,UK,1.4
Contro ogni speranza,2007,Drama,Canada,7.0
Sakli yüzler,2007,Drama,Turkey,6.6
D.N.A.: Decisamente non adatti,2020,Comedy,Italy,5.2
Malasaña 32,2020,Horror,Spain,5.4
Moskovskiy zhigolo,2008,Drama,Russia,5.7
The Inheritance,2007,Drama,UK,5.6
Ramchand Pakistani,2008,Drama,Pakistan,7.6
Un poco de chocolate,2008,Drama,Spain,6.4
Goodbye Solo,2008,Drama,USA,7.3
Our Scripted Life,2020,Comedy,USA,7.8
Vita nella Banlieu,2019,Crime,France,6.4
Mamá se fue de viaje,2019,Comedy,Mexico,4.4
Goyenda Junior,2019,Drama,India,6.0
Thappad,2020,Drama,India,6.9
Shakuntala Devi,2020,Drama,India,6.2
Lucky,2020,Comedy,France,4.4
Venpa,2019,Romance,Malaysia,8.1
Waruboro,2007,Comedy,Japan,5.4
Red Velvet,2008,Horror,USA,4.7
The Weekend,2007,Comedy,USA,3.2
An seh,2007,Drama,Iran,6.6
Suk Suk,2019,Drama,Hong Kong,7.1
M,2006,Drama,Japan,6.1
Tenten,2007,Comedy,Japan,7.4
Do Elephants Pray?,2010,Drama,UK,5.6
Holocaust Holocaust,2008,Horror,USA,3.3
Shapludu,2019,Thriller,Bangladesh,7.8
Crypsis,2019,Horror,USA,2.5
Devushki byvayut raznye,2019,Comedy,Russia,2.3
World Famous Lover,2020,Romance,India,4.6
Se Eu Fosse Você 2,2009,Comedy,Brazil,5.6
Ang tanging ina n'yong lahat,2008,Comedy,Philippines,5.5
Lies For Rent,2020,Thriller,USA,4.2
The Binge,2020,Comedy,USA,4.9
Irandam Ulagaporin Kadaisi Gundu,2019,Drama,India,7.3
Tomie vs Tomie,2007,Horror,Japan,4.8
Una palabra tuya,2008,Drama,Spain,6.0
Tussenstand,2007,Drama,Netherlands,6.8
Broken Sun,2010,Drama,Australia,5.6
Jesus,2020,Drama,nan,3.4
Chiamate un dottore!,2019,Comedy,France,6.5
Mavi mavi,1985,Romance,Turkey,3.4
Kilukkam Kilukilukkam,2006,Comedy,India,2.4
Wudang,1983,Action,China,5.8
Savaari,2020,Romance,India,5.8
Johaar,2020,Drama,India,7.5
Texas 2,2019,Comedy,Iran,4.1
Hacked,2020,Thriller,India,4.2
Los girasoles ciegos,2008,Drama,Spain,6.5
El patio de mi cárcel,2008,Drama,Spain,6.1
Fix,2008,Drama,USA,6.2
Something Like a Business,2010,Comedy,USA,3.6
The Sweep,2008,Comedy,USA,1.3
Red Dirt Rising,2010,Drama,USA,3.8
The Girlfriend Experience,2009,Drama,USA,5.5
Kayfabe,2007,Comedy,Canada,7.0
Oka Chinna Viramam,2020,Thriller,India,7.3
Pats Sau Milijonierius,2019,Comedy,Lithuania,6.4
Gantumoote,2019,Drama,India,8.2
Ujda Chaman,2019,Comedy,India,6.9
A Day & A Night,2020,Drama,Egypt,5.6
Kim Ji-young: Born 1982,2019,Drama,South Korea,7.4
U Pana Boga w ogródku,2007,Comedy,Poland,6.4
Party,2001,Drama,Iran,5.6
Siavash,1999,Drama,Iran,3.8
The Missing Person,2009,Drama,USA,6.1
Chirutha,2007,Action,India,5.3
Festa di fine estate,2008,Family,Denmark,4.0
Kuntilanak 2,2007,Horror,Indonesia,5.7
Nereikalingi zmones,2008,Drama,Lithuania,6.9
Lønsj,2008,Drama,Norway,5.0
Le plaisir de chanter,2008,Comedy,France,6.0
Eva,2010,Drama,Romania,5.1
Zonad,2009,Comedy,Ireland,5.4
Bobule,2008,Comedy,Czech Republic,6.5
A Daughter's Plan To Kill,2019,Thriller,USA,4.7
Slayer: The Repentless Killogy,2019,Music,nan,6.9
Puppy,2019,Drama,India,5.0
Upstarts,2019,Drama,India,6.6
My Prince Edward,2019,Drama,Hong Kong,6.9
"The Gangs, the Oscars, and the Walking Dead",2019,Comedy,Taiwan,6.8
Dirty Movie,2011,Comedy,USA,3.0
Unrelated,2007,Drama,UK,6.8
The Will,2020,Romance,USA,6.1
Realna prica,2019,Comedy,Serbia,7.2
The Alpha Test,2020,Sci-Fi,USA,3.3
Montana,2008,Drama,Russia,4.9
Shou yi ren,2019,Drama,China,6.4
Sune - Best Man,2019,Family,Sweden,5.9
Il ladro di giorni,2019,Drama,Italy,5.6
The Human Contract,2008,Drama,USA,5.1
Mrs. Worthington's Party,2007,Drama,USA,5.9
Between Us,2012,Drama,USA,4.7
Blå mænd,2008,Comedy,Denmark,5.8
Kuraimâzu hai,2008,Drama,Japan,6.5
Di dao zhan,1965,War,China,6.6
Ping-pongkingen,2008,Drama,Sweden,6.3
Trance,2010,Horror,USA,4.1
Stash,2007,Horror,USA,3.1
Magique!,2008,Comedy,France,4.9
Rivales,2008,Comedy,Spain,5.4
Lastochki prileteli,2007,Drama,Russia,6.5
Ardab Mutiyaran,2019,Drama,India,7.2
Never Down,2007,Drama,USA,4.1
Samad be shahr miravad,1979,Comedy,Iran,6.9
Heartbeat,2020,Thriller,USA,7.3
Chhappad Phaad Ke,2019,Drama,India,6.3
High & Low: The Worst,2019,Action,nan,6.2
Mim mesle madar,2006,Drama,Iran,7.4
Toronto Stories,2008,Drama,Canada,5.7
Veðramót,2007,Drama,Iceland,6.2
Oh My Kadavule,2020,Comedy,India,8.1
All of Us,2019,Drama,Belgium,7.4
That Evening Sun,2009,Drama,USA,7.1
Ma nije on takav,2010,Thriller,Serbia,6.1
Katsuben!,2019,Drama,Japan,7.0
Sangre de mayo,2008,History,Spain,4.9
Valayam,2020,Mystery,India,6.2
Artistka,2007,Romance,Russia,6.8
Jhalle,2019,Comedy,India,5.9
House Arrest,2019,Comedy,India,5.5
